list_name,name,label,country,state,province,district
facilities,18638,Nkome,Tanzania,Tanzania,Geita,Geita DC
facilities,18639,Nyakaduha,Tanzania,Tanzania,Geita,Geita DC
facilities,18640,Nyarwanzaja,Tanzania,Tanzania,Geita,Geita DC
facilities,18641,Nyamalimbe,Tanzania,Tanzania,Geita,Geita DC
facilities,18642,Nyamwilolelwa,Tanzania,Tanzania,Geita,Geita DC
facilities,18643,Nyangalamila,Tanzania,Tanzania,Geita,Geita DC
facilities,18644,Nyarugusu,Tanzania,Tanzania,Geita,Geita DC
facilities,18645,Nyijundu,Tanzania,Tanzania,Geita,Geita DC
facilities,18646,Nyugwa,Tanzania,Tanzania,Geita,Geita DC
facilities,18647,Senga,Tanzania,Tanzania,Geita,Geita DC
facilities,18648,Shabaka,Tanzania,Tanzania,Geita,Geita DC
facilities,18649,Bukoli,Tanzania,Tanzania,Geita,Geita DC
facilities,18650,Chikobe,Tanzania,Tanzania,Geita,Geita DC
facilities,18651,Kasamwa,Tanzania,Tanzania,Geita,Geita DC
facilities,18652,Katoro,Tanzania,Tanzania,Geita,Geita DC
facilities,18653,Karumwa,Tanzania,Tanzania,Geita,Geita DC
facilities,18655,Nyankumbu,Tanzania,Tanzania,Geita,Geita DC
facilities,18656,Nzera,Tanzania,Tanzania,Geita,Geita DC
facilities,18658,Bulungwa,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18659,Ushetu,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18660,Bugarama,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18661,Bukomela,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18662,Bulige,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18663,Busangi,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18664,Busenda,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18665,Chambo,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18666,Idahina,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18667,Igunda,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18668,Igwamanoni,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18669,Isagehe,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18670,Isaka,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18671,Jana,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18672,Kagongwa,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18673,Kilago,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18674,Kinaga,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18675,Kinamapula,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18676,Kisuke,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18677,Mapamba,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18678,Mpunze,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18679,Mwalugulu,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18680,Mwime,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18681,Ngaya,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18682,Ngogwa,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18683,Ntobo,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18684,Nyalwelwe,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18685,Nyambula,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18686,Sangilwa,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18687,Segese,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18688,Shilela,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18689,Ubagwe,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18690,Ulowa,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18691,Uyogo,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18692,Zongomela,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18693,Buganzo,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18694,Kalagwa,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18695,Kashishi,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18696,Mkwangulwa,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18697,Nundu,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18698,Seeke,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18699,Chela Hc,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18700,Kashishi,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18701,Lunguya,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18702,Ukune,Tanzania,Tanzania,Shinyanga,Kahama DC
facilities,18703,Bulima,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18704,Ilobelobe,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18705,Songwa,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18706,Badi,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18707,Beledi,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18708,Bubiki,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18710,Buganika,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18711,Bulekela,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18712,Bupigi,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18713,Busangwa,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18714,Hindawashi,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18715,Idukilo,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18716,Igaga,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18717,Ikonda,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18718,Isunghaholo,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18719,Itilima,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18720,Itongoitale,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18721,Kiloleli,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18722,Kinampanda,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18723,Kisesa,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18724,Lagana,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18725,Lubaga,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18726,Maganzo,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18727,Magarata,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18728,Maluilo,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18729,Masanga,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18730,Migunga,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18731,Mipa,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18732,Mondo,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18733,Muguda,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18734,Mwadui-Luhumbo,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18735,Mwamanota,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18736,Mwamashele,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18737,Negezi,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18738,Ngeme,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18739,Ngofila,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18741,Nyasamba,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18742,Nyenze,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18743,Seke- Bugoro,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18744,Seseko,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18745,Shagihilu,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18746,Somagedi,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18747,Uchunga,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18748,Bunambiyu,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18749,Kishapu,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18750,Nhobola,Tanzania,Tanzania,Shinyanga,Kishapu
facilities,18753,Bukene,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18754,Busogo,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18755,Ihugi,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18756,Ikonda,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18757,Ilobashi,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18758,Ilola,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18759,Itwangi,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18760,Lyabukande,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18761,Mawemilu,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18762,Mendo,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18763,Mishepo,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18764,Mwabenda,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18765,Mwakitolyo,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18766,Mwalukwa,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18767,Mwamakaranga,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18768,Mwamala,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18769,Mwamanyuda,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18770,Mwasekagi,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18771,Mwenge,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18773,Nyashimbi,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18774,Shilabela,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18775,Solwa,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18776,Sumbigu,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18777,Usanda,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18778,Usule,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18779,Zombogo,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18780,Zunzuli,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18782,Nindo,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18783,Salawe,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18784,Samuye,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18785,Tinde,Tanzania,Tanzania,Shinyanga,Shinyanga DC
facilities,18786,Chamaguha,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18787,Galamba,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18788,Ibadakuli,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18789,Kambarage,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18790,Kizumbi,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18791,Lubaga,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18792,Mwawaza,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18793,Old Shinyanga,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18794,Polisi,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18795,Mwamalili,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18798,Kolandoto,Tanzania,Tanzania,Shinyanga,Shinyanga MC
facilities,18799,Sawikia,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18800,Zanzui,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18801,Banemhi,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18802,Bumera,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18803,Bumera,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18804,Bunamhala Mbugani,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18805,Bunampala Chuoni,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18806,Chinamili,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18807,Ditima,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18808,Dutwa,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18809,Gamboshi,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18810,Gasuma,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18811,Gaswa,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18812,Gibeshi,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18813,Guduwe,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18814,Halawa,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18815,Igegu,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18816,Ikungulyabashashi,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18817,Kasoli,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18818,Kinamweli,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18819,Langangabilili,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18820,Longalombogo,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18821,Luguru,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18822,Mahembe,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18823,Masewa,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18824,Matale,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18825,Matongo,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18826,Migatu,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18827,Miswaki,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18828,Mitobo,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18829,Muhunze,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18830,Mwasubuya,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18831,Mwaswale,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18832,Ngeme,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18833,Nkololo,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18834,Nyamalapa,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18835,Nyaumata,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18836,Nyawa,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18837,Sagata,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18838,Sakwe,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18839,Sapiwi,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18840,Sawida,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18841,Sunsula,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18842,Gereza- Bariadi,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18843,Magereza Matongo,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18844,Mwasinasi,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18845,Nyamikoma,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18846,Mwamlapa,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18847,Byuna,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18848,Muungano,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18849,Ngulyati,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18850,Zagayu,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18851,Ikindilo,Tanzania,Tanzania,Simiyu,Bariadi DC
facilities,18853,Shy Mwenge,Tanzania,Tanzania,Simiyu,Maswa
facilities,18854,Badi,Tanzania,Tanzania,Simiyu,Maswa
facilities,18855,Budekwa,Tanzania,Tanzania,Simiyu,Maswa
facilities,18856,Bushashi,Tanzania,Tanzania,Simiyu,Maswa
facilities,18857,Dodoma,Tanzania,Tanzania,Simiyu,Maswa
facilities,18858,Igunya,Tanzania,Tanzania,Simiyu,Maswa
facilities,18859,Ikulilo,Tanzania,Tanzania,Simiyu,Maswa
facilities,18860,Ipililo,Tanzania,Tanzania,Simiyu,Maswa
facilities,18861,Isanga,Tanzania,Tanzania,Simiyu,Maswa
facilities,18862,Jija,Tanzania,Tanzania,Simiyu,Maswa
facilities,18863,Kadoto,Tanzania,Tanzania,Simiyu,Maswa
facilities,18864,Kinamwigulu,Tanzania,Tanzania,Simiyu,Maswa
facilities,18865,Malita,Tanzania,Tanzania,Simiyu,Maswa
facilities,18866,Malya,Tanzania,Tanzania,Simiyu,Maswa
facilities,18867,Masanwa,Tanzania,Tanzania,Simiyu,Maswa
facilities,18868,Masela,Tanzania,Tanzania,Simiyu,Maswa
facilities,18869,Mpindo,Tanzania,Tanzania,Simiyu,Maswa
facilities,18870,Mwabagalu,Tanzania,Tanzania,Simiyu,Maswa
facilities,18871,Mwamabayanda,Tanzania,Tanzania,Simiyu,Maswa
facilities,18872,Mwabomba,Tanzania,Tanzania,Simiyu,Maswa
facilities,18873,Mwabulimbu,Tanzania,Tanzania,Simiyu,Maswa
facilities,18874,Mwamanenge,Tanzania,Tanzania,Simiyu,Maswa
facilities,18875,Mwanghonoli,Tanzania,Tanzania,Simiyu,Maswa
facilities,18876,Mwashegeshi,Tanzania,Tanzania,Simiyu,Maswa
facilities,18877,Ngulinguli,Tanzania,Tanzania,Simiyu,Maswa
facilities,18878,Sangamwalugesha,Tanzania,Tanzania,Simiyu,Maswa
facilities,18880,Shishiyu,Tanzania,Tanzania,Simiyu,Maswa
facilities,18881,Sulu,Tanzania,Tanzania,Simiyu,Maswa
facilities,18882,Zebeya,Tanzania,Tanzania,Simiyu,Maswa
facilities,18883,Lalago,Tanzania,Tanzania,Simiyu,Maswa
facilities,18884,Malampaka,Tanzania,Tanzania,Simiyu,Maswa
facilities,18885,Mwasayi,Tanzania,Tanzania,Simiyu,Maswa
facilities,18887,Mwanatiga,Tanzania,Tanzania,Simiyu,Meatu
facilities,18888,Bulyashi,Tanzania,Tanzania,Simiyu,Meatu
facilities,18889,Imalaseko,Tanzania,Tanzania,Simiyu,Meatu
facilities,18890,Itinje,Tanzania,Tanzania,Simiyu,Meatu
facilities,18891,Jinamo,Tanzania,Tanzania,Simiyu,Meatu
facilities,18892,Kabondo,Tanzania,Tanzania,Simiyu,Meatu
facilities,18893,Lingecha,Tanzania,Tanzania,Simiyu,Meatu
facilities,18894,Lubiga,Tanzania,Tanzania,Simiyu,Meatu
facilities,18895,Makao,Tanzania,Tanzania,Simiyu,Meatu
facilities,18896,Mbalagane,Tanzania,Tanzania,Simiyu,Meatu
facilities,18897,Mbushi,Tanzania,Tanzania,Simiyu,Meatu
facilities,18898,Mwabagalu,Tanzania,Tanzania,Simiyu,Meatu
facilities,18899,Mwabagimu,Tanzania,Tanzania,Simiyu,Meatu
facilities,18900,Mwabulutago,Tanzania,Tanzania,Simiyu,Meatu
facilities,18901,Mwabalebi,Tanzania,Tanzania,Simiyu,Meatu
facilities,18902,Mwabuma,Tanzania,Tanzania,Simiyu,Meatu
facilities,18903,Mwabusalu,Tanzania,Tanzania,Simiyu,Meatu
facilities,18904,Mwageni,Tanzania,Tanzania,Simiyu,Meatu
facilities,18905,Mwakipopo,Tanzania,Tanzania,Simiyu,Meatu
facilities,18906,Mwamalole,Tanzania,Tanzania,Simiyu,Meatu
facilities,18907,Mwamanimba,Tanzania,Tanzania,Simiyu,Meatu
facilities,18908,Mwambiti,Tanzania,Tanzania,Simiyu,Meatu
facilities,18909,Mwabuzo,Tanzania,Tanzania,Simiyu,Meatu
facilities,18910,Mwanduitinje,Tanzania,Tanzania,Simiyu,Meatu
facilities,18911,Mwangikuru,Tanzania,Tanzania,Simiyu,Meatu
facilities,18912,Mwanjoro,Tanzania,Tanzania,Simiyu,Meatu
facilities,18913,Mwashata,Tanzania,Tanzania,Simiyu,Meatu
facilities,18914,Nghoboko,Tanzania,Tanzania,Simiyu,Meatu
facilities,18915,Nkoma,Tanzania,Tanzania,Simiyu,Meatu
facilities,18916,Nyanza,Tanzania,Tanzania,Simiyu,Meatu
facilities,18917,Paji,Tanzania,Tanzania,Simiyu,Meatu
facilities,18918,Sakasaka,Tanzania,Tanzania,Simiyu,Meatu
facilities,18919,Semu,Tanzania,Tanzania,Simiyu,Meatu
facilities,18920,Sungu,Tanzania,Tanzania,Simiyu,Meatu
facilities,18921,Bukundi,Tanzania,Tanzania,Simiyu,Meatu
facilities,18922,Mwandoya,Tanzania,Tanzania,Simiyu,Meatu
facilities,18924,Nyabusozi,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18925,Nyakanazi,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18926,Kalenge,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18927,Kaniha,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18928,Kasozibakaya,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18929,Katahoka,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18930,Katoke,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18931,Kikomakoma,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18932,Lusahunga,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18933,Mavota,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18934,Mbindi,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18935,Nyabugombe,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18936,Nyamahanga,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18937,Nyamigogo,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18938,Nyantakara,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18939,Ruganzu,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18940,Runazi,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18942,Nyakahura,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18943,Rukaragata,Tanzania,Tanzania,Kagera,Biharamulo
facilities,18945,Kanazi,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18946,Rubale,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18947,Kabale,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18948,Kalema,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18949,Bujugo,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18950,Bulinda,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18951,Bushasha,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18952,Buzi,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18953,Bwizanduru,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18954,Ibosa,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18955,Ibwera,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18956,Ikunyu,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18957,Kaagya,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18958,Kaibanja,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18959,Katare,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18960,Katoma,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18961,Kibirizi,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18962,Kihumulo,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18963,Kishogo,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18964,Kyamarange,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18965,Kyamulaile,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18966,Maruku,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18967,Mikoni,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18968,Nsheshe,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18969,Nyakibimbili,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18970,Ombweya,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18971,Rugaze,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18972,Ruhunga,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18974,Katoro,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18975,Kishanje,Tanzania,Tanzania,Kagera,Bukoba DC
facilities,18977,Dunganyando,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18978,Buhembe,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18979,Buyekera,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18980,Kagemu,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18981,Kahororo,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18982,Kashai,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18983,Magereza Bukoba,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18984,Magereza Rwamrumba,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18985,JWTZ KJ 21,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18987,Rwamishenye,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18988,Zam - Zam,Tanzania,Tanzania,Kagera,Bukoba MC
facilities,18991,Ikuzi,Tanzania,Tanzania,Geita,Bukombe
facilities,18992,Bugando,Tanzania,Tanzania,Geita,Bukombe
facilities,18993,Bugelenga,Tanzania,Tanzania,Geita,Bukombe
facilities,18994,Bukandwe,Tanzania,Tanzania,Geita,Bukombe
facilities,18995,Bukombe,Tanzania,Tanzania,Geita,Bukombe
facilities,18996,Bwelwa,Tanzania,Tanzania,Geita,Bukombe
facilities,14259,Kidete,Tanzania,Tanzania,Morogoro,Kilosa
facilities,14260,Uhuru,Tanzania,Tanzania,Morogoro,Morogoro MC
facilities,14262,Kingolwira,Tanzania,Tanzania,Morogoro,Morogoro MC
facilities,14263,Ngerengere,Tanzania,Tanzania,Morogoro,Morogoro DC
facilities,14264,Duthumi,Tanzania,Tanzania,Morogoro,Morogoro DC
facilities,14265,Tawa,Tanzania,Tanzania,Morogoro,Morogoro DC
facilities,14266,Kibati,Tanzania,Tanzania,Morogoro,Mvomero
facilities,14255,Amana Hospital,Tanzania,Tanzania,Dar Es Salaam,Ilala
facilities,14267,Kidodi HC,Tanzania,Tanzania,Morogoro,Kilosa
facilities,14254,Mwananyamala Hospital,Tanzania,Tanzania,Dar Es Salaam,Kinondoni
facilities,14261,Mafiga,Tanzania,Tanzania,Morogoro,Morogoro MC
facilities,14269,Magubike HC,Tanzania,Tanzania,Morogoro,Kilosa
facilities,14270,Ulaya Health Centre Kilosa,Tanzania,Tanzania,Morogoro,Kilosa
facilities,14272,Kibaoni,Tanzania,Tanzania,Morogoro,Kilombero
facilities,14275,Mngeta,Tanzania,Tanzania,Morogoro,Kilombero
facilities,14276,Mwaya,Tanzania,Tanzania,Morogoro,Ulanga
facilities,14277,Lupiro,Tanzania,Tanzania,Morogoro,Ulanga
facilities,14278,Mtimbira,Tanzania,Tanzania,Morogoro,Ulanga
facilities,14279,Kibiti,Tanzania,Tanzania,Coast,Rufiji
facilities,14280,Mohoro,Tanzania,Tanzania,Coast,Rufiji
facilities,14281,Mbwera,Tanzania,Tanzania,Coast,Rufiji
facilities,14282,Ikwiriri,Tanzania,Tanzania,Coast,Rufiji
facilities,14283,Nyaminywili,Tanzania,Tanzania,Coast,Rufiji
facilities,14285,Msata,Tanzania,Tanzania,Coast,Bagamoyo
facilities,14292,Mzenga,Tanzania,Tanzania,Coast,Kisarawe
